Director_name,
Jonathan R. Betuel,
Richard Pearce,
Todd Verow,
Jonathan Lynn,
Tim Sullivan,
Jeremiah S. Chechik,
Hervé Palud,
Martin Enlen,
Carlo Rola,
Claude Sautet,
Friðrik Þór Friðriksson,
Pen Densham,
Sönke Wortmann,
Park Chul-soo,
Rob Cohen,
Joseph Vilsmaier,
Michael Verhoeven,
Steve Rash,
Gray Hofmeyr,
Richard Wherrett,
René Clément,
Anthony Hopkins,
Paul Mazursky,
Emir Kusturica,
Bo Widerberg,
Alan Mehrez,
Satyajit Ray,
Jim Mallon,
Joe Pytka,
Roger Vadim,
Catherine Cyran,
Brett Piper,
Billy Bob Thornton,
Shane Connaughton,
Jean-Luc Godard,
Bertrand Tavernier,
Gordon Willis,
Randal Kleiser,
Michael Blakemore,
Margarethe von Trotta,
Norberto Barba,
Eli Cohen,
Robert Mandel,
Pat Verducci,
Michael Winterbottom,
Steven Baigelman,
Zalman King,
Barry Caillier,
Patrick Read Johnson,
Stijn Coninx,
John Cassavetes,
Stacy Cochran,
Jean-Claude Van Damme,
Mark Joffe,
Steve Gomer,
Peter Dexter,
George Scribner,
Judd Apatow,
Alan Shapiro,
Angela Pope,
Betty Kaplan,
Jim Jarmusch,
Jean-Paul Rappeneau,
Jack Hill ,
Manuel Gómez Pereira,
Jean-Marie Poiré,
Harold Ramis,
Luis Cook,
Brett Thompson,
Spiro Scimone,
Gaylene Preston,
Timothy Quay,
Phil Joanou,
Harvey Miller,
Michele Soavi,
David Hogan,
Maurice Pialat,
Gabriel Barylli,
Mamoru Oshii,
Tom Holland,
Rick Friedberg,
Udayan Prasad,
Nick Park,
Abraham Polonsky,
John Landis,
Robert Z. Leonard,
Stanley Kubrick,
Guy Maddin,
John OBrien,
Kevin James Dobson,
Victor Saville,
Helena Solberg,
Ebrahim Forouzesh,
Freida Lee Mock,
Lee Falk,
David Keating,
James Mangold,
Francis Ford Coppola,
Mary Harron,
Charles Matthau,
Goran Paskaljević,
Mwezé Ngangura,
Jean-Pierre Bekolo,
Djibril Diop Mambéty,
Gaston Kaboré,
Victoria Foyt,
Robby Henson,
Irvine Welsh,
Scott Winant,
Tab Murphy,
Tony Puryear,
Carma Hinton,
Lucian Pintilie,
Gyula Gazdag,
Gérard Mordillat,
Mel Chionglo,
Alexandre Rockwell,
Christopher Larkin,
Laurent Heynemann  ,
Bronwen Hughes,
Nicole Holofcener,
Éric Rohmer,
Fraser Clarke Heston,
Kevin Hooks,
Ildikó Enyedi,
Howard Franklin,
Mitch Marcus,
Jaime Hellman,
Nicolas Roeg,
Sherwood Schwartz,
Maurizio Nichetti,
Luis Buñuel,
Paul Turner,
Peter Sehr,
Rolf Silber,
Peter Weck,
Manoel de Oliveira,
John Payson,
Hugh Wilson,
Nigel Finch,
Hart Bochner,
Doug Ellin,
Annette Haywood-Carter,
Danny DeVito,
Douglas McGrath,
Tim Pope,
Harry Winer,
Georges Franju,
Gilbert Adler,
John Rubino,
Yin Li,
Yim Ho,
Marcus DeLeon,
Lee David Zlotoff,
Tran Anh Hung,
Julian Schnabel,
Rolf de Heer,
Keisuke Kinoshita,
Nicole Garcia,
Leone Pompucci,
Zheng Jun-Li,
Jack OConnell,
Lisa Krueger,
Mikio Naruse,
Arthur Hiller,
John Ruane,
Jill Mazursky,
Peter Shaner,
Tsai Ming-liang,
Daniel Schmid,
Tim Metcalfe,
Izidore K. Musallam,
Jim McKay,
Karim Dridi,
John Frankenheimer,
David M. Evans,
David Koepp,
Gary Winick,
Nick Hamm,
Tony Geiss,
Theo van Gogh,
Rafael Moleón,
Trevor Nunn,
Keith Gordon,
Max Ophüls,
Jan Jakub Kolski,
Sam Wood,
George Cukor,
Betty Comden,
Alan Jay Lerner,
Stanley Donen,
Blake Edwards,
Alfred Hitchcock,
Cornell Woolrich,
Frank Capra,
Mark Sandrich,
Ernest Lehman,
Billy Wilder,
Peter Stone,
Michael Curtiz,
Dashiell Hammett,
Dalton Trumbo,
Walter Lang,
Vincente Minnelli,
L. Frank Baum,
Victor Fleming,
Dennis Palumbo,
Orson Welles,
Mitchell Leisen,
Joseph L. Mankiewicz,
Leo McCarey,
David Dodge,
Ernst Lubitsch,
William Keighley,
Rouben Mamoulian,
Otto Preminger,
Morrie Ryskind,
George Stevens,
Paul Osborn,
W.S. Van Dyke,
Howard Hawks,
Jules Verne,
Hagar Wilde,
Victor Sjöström,
William A. Wellman,
John Cromwell,
Archie Mayo,
Hugh Walpole,
Busby Berkeley,
Henry Koster,
James Edward Grant,
Lewis Milestone,
George A. Romero,
John Huston,
Richard Brooks,
Victor Schertzinger,
Frank Borzage,
Edwin L. Marin,
Thaddeus OSullivan,
Corey Yuen,
Joshua Logan,
Chris Newby,
Richard Schenkman,
Allan Miller,
Carroll Ballard,
Lance Young,
Larry Ferguson,
Neil Jordan,
Amy Holden Jones,
Matthew Broderick,
Stanley Tucci,
Edward Pomerantz,
John Herzfeld,
Reb Braddock,
RenÃ© Gainville,
John C. Walsh,
John Gray,
Jim Burnstein,
Norman Tokar,
Norman Foster,
John Hough,
Robert Stevenson,
David Swift,
Duwayne Dunham,
Charles Barton,
Johann David Wyss,
Richard Fleischer,
Tommy Swerdlow,
William Dear,
Wilfred Jackson,
Norman Ferguson,
Hamilton Luske,
Jack Kinney,
Don Chaffey,
Ted Berman,
Matthew Bright,
Robert Wise,
Nick Cassavetes,
Iara Lee,
Tom Hanks,
Michael Pressman,
Renée Taylor,
Hettie MacDonald,
Al Pacino,
Steve Buscemi,
Ismail Merchant,
John McNaughton,
Leon Ichaso,
Baz Luhrmann,
Doug Liman,
Michael Cimino,
Scott Silver,
Kenny Thompkins,
John Cresswell,
P.G. Wodehouse,
Edward Dmytryk,
Josef von Sternberg,
Aaron Kim Johnston,
Roald Dahl,
Jan Bucquoy,
Jack Clayton,
Charles Crichton,
Terry Jones,
Arthur Penn,
John Sturges,
Frederick Knott,
Frédéric Mitterrand,
Emile Ardolino,
Ted Kotcheff,
Alan J. Pakula,
Sam Henry Kass,
Michael Covert,
Nicholas Ray,
Elia Kazan,
Greg Spence,
Hugo van Lawick,
Michael Kreihsl,
Temístocles López,
Marie Pérennou,
Alan Taylor,
Chris Cullari,
Benoît Jacquot,
Jaco Van Dormael,
Nils Gaup,
Peter Cohn,
Miloš Forman,
Rich Wilkes,
David Van Taylor,
Mark Rydell,
Ate de Jong,
Joe Dante,
Gustavo Graef-Marino,
Howard Zieff,
Rick Castro,
Russ Hexter,
Sharon Pollack,
Michael Ray Rhodes,
Raúl Ruiz,
Susan W. Dryfoos,
John LEcuyer,
Leon Gast,
Daniel Vigne,
Jan Švankmajer,
Crane Wilbur,
Anthony Mann,
Vittorio De Sica,
Jean Delannoy,
Norman Z. McLeod,
Elliott Nugent,
Volker Schlöndorff,
Peter Barnes,
Martine Dugowson,
Nina Menkes,
Eric Red,
Barbara Kopple,
Phillip Rhee,
Peter Greenaway,
Michel Blanc,
Krzysztof KieÅ\x9blowski,
Peter Chelsom,
Fred Olen Ray,
Gabriele Salvatores,
Errol Morris,
Mark Aldo Miceli,
Jennie Livingston,
Lou Adler,
Irvin Kershner,
William Goldman,
Sergio Leone,
Bruce Robinson,
Reginald Rose,
David Lean,
Robert Mulligan,
Wim Wenders,
Carol Reed,
Dan OBannon,
Akira Kurosawa,
John Ford,
Andrei Tarkovsky,
George Roy Hill,
Colin Higgins,
Ingmar Bergman,
Tom Stoppard,
Tom Schulman,
Federico Fellini,
Savage Steve Holland,
Fritz Lang,
Jean-Jacques Beineix,
David Webb Peoples,
Allan Moyle,
Fannie Flagg,
Franklin J. Schaffner,
Katsuhiro Otomo,
Russell Mulcahy,
Donn Pearce,
Charlie Chaplin,
John W. Cunningham,
Richard Matheson,
William Wyler,
Godfrey Reggio,
Jerzy Kosinski,
E.M. Forster,
Neal Israel,
Roland Joffé,
Lasse Hallström,
Fred M. Wilcox,
Phil Alden Robinson,
Keoni Waxman,
John G. Young,
Doug Pray,
John Murlowski,
Susan Streitfeld,
Larry Bishop,
Jon Sherman,
Greta Schiller,
Herb Gardner,
Carl Prechezer,
Ronald Shusett,
Tony Randel,
Steve White,
Damiano Damiani,
Stuart Rosenberg,
Norvell Rose,
Paul Morrissey,
Fred Walton,
Frank De Felitta,
Daphne Du Maurier,
Irvin S. Yeaworth Jr.,
Jeffrey Bloom,
James Whale,
Dan Curtis,
John D. MacDonald,
J. Lee Thompson,
Paul Schrader,
F.W. Murnau,
Augusto Caminito,
Richard Donner,
Bob Rafelson,
Kevin Spacey,
Barbra Streisand,
Lars von Trier,
Ole Bornedal,
Brannon Braga,
Scott Hicks,
Michelangelo Antonioni,
Bruce Sinofsky,
Hans Petter Moland,
Patrice Leconte,
Curzio Malaparte,
Claire Denis,
Nicholas Meyer,
William Shatner,
Jack B. Sowards,
Harve Bennett,
Leonard Nimoy,
Daniel Waters,
Geoff Murphy,
Jim Jacobs,
Daniel J. Sullivan,
Joseph H. Lewis,
Peter Benchley,
Jeannot Szwarc,
Joe Alves,
Richard Chapman,
Tim Burton,
Alexander Payne,
Cameron Crowe,
Anjelica Huston,
Jerry Zaks,
Martin Donovan,
Sidney Lumet,
Mike Judge,
Robert Harling,
Terry George,
Dan Ireland,
Albert Brooks,
Murray Lerner,
Ralph Ziman,
Robert Young,
Robert Butler,
Michael Rymer,
Roger Christian,
Thomas Carter,
François Dupeyron,
Steven Paul,
Andrew Birkin,
Peter Baldwin,
E. Max Frye,
Stefan Schwietert,
Juan Carlos Tabío,
Jan Svěrák,
Vondie Curtis-Hall,
Beth Gage,
Christopher Guest,
Sergei Bodrov,
Ken Kwapis,
Craig Rosenberg,
R. Paul Miller,
Bob Spiers,
Stephen Kessler,
David Lynch,
Merzak Allouache,
Peter Spirer,
Tom DeCerchio,
Theodore Witcher,
Jonathan Hensleigh,
Roddy Doyle,
Greg Mottola,
Mark Dindal,
Robert Townsend,
Emma-Kate Croghan,
Shuki Levy,
Tsui Hark,
Hans Bauer,
Tom Jankiewicz,
Leslie Greif,
Lynne Stopkewich,
Jack Green,
Alex Sichel,
Seth Zvi Rosenfeld,
Nana Dzhordzhadze,
David Mirkin,
Peter Duncan,
Jay Roach,
Jonathan Mostow,
Gregor Nicholas,
Daniel Taplitz,
Mo Ogrodnik,
Kiefer Sutherland,
L.A. Puopolo,
Ronny Yu,
Philip Goodhew,
Kevin Bacon,
Agnès Varda,
Joe Mantello,
Masayuki Suo,
Dee McLachlan,
Kevin Allen,
Griffin Dunne,
Mark Herman,
David Hare,
Jacques Doillon,
Chip Rosenbloom,
Emilio Estevez,
Clare Peploe,
Sara Bernstein,
Simon West,
Julia Dyer,
Laetitia Masson,
Robert Patton-Spruill,
Adrienne Shelly,
Dana Lustig,
Akiva Goldsman,
Finn Taylor,
Jim Wilson,
John Musker,
Stephen T. Kay,
Yvonne Rainer,
Shinya Tsukamoto,
Cédric Klapisch,
Mohsen Makhmalbaf,
Tony Gatlif,
Scott Michell,
Carl Sagan,
Shirley Barrett,
Todd McFarlane,
Charles Martin Smith,
Neil LaBute,
Keith Walker,
Kenneth Johnson,
Bill Duke,
Andy Cadiff,
Brett Ratner,
Marco Brambilla,
Robert E. Howard,
Andrew W. Marlowe,
Tony Vitale,
Miguel Arteta,
Lee Tamahori,
Mimi Leder,
George Tillman,
Matthew Harrison,
Robert Kurtzman,
Félix Enríquez Alcalá,
John Ridley,
John Patrick Kelley,
Keith Samples,
Gavin Wilding,
Lionel C. Martin,
Peter Cattaneo,
Nancy Meckler,
John Madden,
Jim Gillespie,
Greg Erb,
Andy Wilson,
Mark Waters,
Andrew Niccol,
Charles Sturridge,
Dean R. Koontz,
John OHagan,
Morgan J. Freeman,
Kasi Lemmons,
Jeb Stuart,
Jim Kouf,
Robert Downey Sr.,
Costa-Gavras,
Jonas Pate,
Paul Thomas Anderson,
Peter Weir,
Amy Tan,
Alex Zamm,
Peter Howitt,
John R. Leonetti,
Billy Hopkins,
Don Bluth,
Scott Harris,
Robert Duvall,
Agnès Merlet,
Sean Mathias,
Ash Baron-Cohen,
Louis Saïa,
Raja Gosnell,
Martin Kitrosser,
Gore Verbinski,
Stephen Kijak,
Cindy Sherman,
David Rocksavage,
Kevin Williamson,
Rodney Gibbons,
Bret McCormick,
Roger Spottiswoode,
Seth Michael Donsky,
Gaël Morel,
Richard Friedenberg,
Alan Rickman,
Alain Berliner,
Alfonso Cuarón,
Sean McNamara,
George Mendeluk,
Darin Scott,
Joseph Dorman,
Dean Semler,
Larry Beinhart,
Manny Coto,
Mikael Salomon,
Stefan Schwartz,
Brian Evans,
Bret Michaels,
Charlie Peters,
Aleksandr Sokurov,
Antoine Fuqua,
Mark Pavia,
Millicent Shelton,
Frank Coraci,
Michael Paxton,
Robert Dornhelm,
Roberto Benabib,
Nicholas St. John,
Kari Skogland,
Richard Kwietniowski,
Jorge Fons,
Stephen Judson,
Jonathan Darby,
Peter OFallon,
John Roberts,
Takeshi Kitano,
Bob Gosse,
M. Night Shyamalan,
Howard Goldberg,
James Toback,
Steve Boyum,
Wayne Wang,
Craig Lahiff,
David Mamet,
Peter Handke,
David Seltzer,
Barnet Kellman,
Jake Kasdan,
Gary Oldman,
John Johnson,
Anthony Hickox,
Julie Davis,
David DeCoteau,
Juan José Campanella,
Todd Holland,
Sammo Hung,
Abbas Kiarostami,
Mike van Diem,
Pål Sletaune,
John Warren,
Larry David,
Kirk Wong,
Carl Schenkel,
Tim McCanlies,
Vyacheslav Krishtofovich,
James F. Robinson,
Jill Sprecher,
Thom Fitzgerald,
Frederik Du Chau,
Warren Beatty,
Don Roos,
Master P,
Forest Whitaker,
Erik Skjoldbjærg,
Antonio Tibaldi,
Scott Reynolds,
Caroline Link,
Harry Elfont,
Des McAnuff,
Lisa Cholodenko,
David Leland,
Lavinia Currier,
Majid Majidi,
Tim Kirkman,
Tiffanie DeBartolo,
Christopher Scott Cherot,
Manuel Pradal,
Barry Cook,
Eoin McNamee,
Chris Carter,
Paddy Breathnach,
Chris Eyre,
Vincent Gallo,
Shane Black,
Darren Aronofsky,
Susan Skoog,
Edward D. Wood Jr.,
John Monk Saunders,
Harry Beaumont,
Wesley Ruggles,
Edmund Goulding,
Noël Coward,
Frank Lloyd,
William Dieterle,
Laurence Olivier,
Robert Rossen,
Theodore St. John,
James Jones,
Budd Schulberg,
Delbert Mann,
Jerome Robbins,
Tony Richardson,
Fred Zinnemann,
Colin Welland,
Barry Morrow,
Alfred Uhry,
Andy Lewis,
Alex Cox,
Jim Henson,
John Hughes,
Sean S. Cunningham,
Victor Miller,
Petru Popescu,
Bruce Hidemi Sakow,
Danny Steinmann,
Tom McLoughlin,
John Carl Buechler,
Rob Hedden,
Rick Rosenthal,
Tommy Lee Wallace,
Dominique Othenin-Girard,
Paul Lynch,
Bruce Pittman,
Ron Oliver,
Clay Borris,
John Lafia,
Jack Bender,
Gary Sherman,
William Peter Blatty,
Terry Rossio,
Theresa Connelly,
Michael Oblowitz,
Ronald Neame,
Mary Rodgers,
Vincent McEveety,
Austen Jewell,
Norman Wright,
Choderlos de Laclos,
Adrian Lyne,
David Nutter,
Tommy OHaver,
Zhang Yuan,
Jeb Rosebrook,
Rupert Wainwright,
Jeff Blyth,
Charles Jarrott,
Steven Hilliard Stern,
Burny Mattinson,
Gordon Buford,
Mick Garris,
Ed Naha,
Fletcher Markle,
F. Gary Gray,
Nancy Meyers,
David Zucker,
Sarah Kelly,
Sandra Goldbacher,
Daniel Mainwaring,
Peter Masterson,
Liliana Cavani, Damien Wayne Echols
István Szabó,
Jeremy Kagan,
Ward Greene,
Kenny Ortega,
Clyde Geronimi,
Margery Sharp,
Dick Sebast,
Tad Stones,
Walter Murch,
Paul De Meo,
Charles Perrault,
Ray Bradbury,
Dalton S. Reymond,
Xavier Koller,
Ub Iwerks,
Steven Lisberger,
Robert Zappia,
Ralph S. Singleton,
Ralph Bakshi,
Stephen King,
Lewis Teague,
Fritz Kiersch,
Jesse Peretz,
John Hamburg,
Ulrike Koch,
Jerry Lewis,
E.B. White,
Martin Rosen,
David Kirschner,
Michael Chapman,
Ethan Wiley,
Jamie Uys,
Richard Martin,
Kevin Rodney Sullivan,
Tamara Jenkins,
Pupi Avati,
Bigas Luna,
Chuck Parello,
John De Bello,
Peter George,
Stephen Norrington,
Randa Haines,
Alan Cohn,
Pat Proft,
Brad Anderson,
Sarah Kernochan,
Vincent Ward,
Michael McDowell,
Arthur La Bern,
Winston Graham,
Maxwell Anderson,
Charles Bennett,
Mark Christopher,
Bill Plympton,
George Orwell,
François Ozon,
Bob Saget,
Danny Cannon,
Norman Krasna,
Ethel Lina White,
Paul Murray,
Francis Lee,
Vincenzo Natali,
Timothy Hutton,
Troy Byer,
Lance Hool,
Robert Towne,
Tony Bill,
Lewis John Carlino,
Tamar Simon Hoffs,
Paul Brickman,
Peter Sellars,
Silvio Narizzano,
Charles Band,
Craig Bolotin,
Ellen Greene,
Dan Aykroyd,
Terry Hughes,
David Veloz,
Ross LaManna,
Jerzy Domaradzki,
Lance Mungia,
Ramin Niami,
J.D. Zeik,
Jamie Blanks,
David Dobkin,
Shekhar Kapur,
Lindsay Anderson,
Piers Haggard,
Gordon Douglas,
Jason Bloom,
Susanna Styron,
Eric Darnell,
John Pieplow,
John Maybury,
Marc Levin,
Arthur Marks,
Stefan Ruzowitzky,
Evan Dunsky,
William Ryan,
Gary Ross,
Bennett Miller,
Roberto Benigni,
Trey Parker,
John Harrison,
Tony Kaye,
S.R. Bindler,
Richard LaGravenese,
Hype Williams,
Lois Duncan,
Michael Allin,
Martin Brest,
Bruce McDonald,
J. Todd Anderson,
Andrei Konchalovsky,
Eugene Corr,
Bryan Forbes,
Vincent Patrick,
James D. Parriott,
Igor Kovalyov,
Walter Salles,
Predrag Antonijević,
